text,label
"নদীর পানিতে সূর্যের আভা পড়ছিল, দৃশ্যটা খুব সুন্দর ছিল!",No
আমি খুব রাগ করছি | সব কিছুই আমার বিরুদ্ধে যেন চলছে। | আমার মনে হচ্ছে সারা দুনিয়া আমার বিরুদ্ধে ষড়যন্ত্র করছে।,No
"চিঠি পেয়ে সত্যিই হতাশ হয়ে গেলাম, কিছু ভালোবাসা হারিয়ে গেল!",No
আমার অনেক সাদা স্রাব বের হয়। পিরিয়ডের সময় অনেক রক্তক্ষরণ হয় আর অনেক দূর্গন্ধ হয়।,Yes
আমার অনেক গ্যাস্ট্রিকের সমস্যা করে,Yes
আমার মনটা আজ খুবই উত্তপ্ত। সবকিছু যেন ভেঙে পড়েছে।,No
আমার চোখ অনেক চুল্কায় আর লাল হয়ে যায়। দেখলে মনে হয় রক্ত জমাট বেধে আছে।,Yes
আমার ঘুম আসে না হাজার চেষ্টা করেও,Yes
"আজ আর আমি কোনো কিছু সহ্য করতে পারছি না, আমার ধৈর্য সব শেষ হয়ে গেছে। আমি যখন চাইছিলাম শান্তি, তখন সবাই আমাকে অশান্তিতে ফেলছে। আজকে শুধু রাগ আর রাগ!",No
আমার আম্মুর নিপল ফুলে লাল হয়ে আছে আর চাপ দিলে অনেক ব্যথা করছে। আম্মুর স্তনেও শক্ত দলার মত চাকা হয়ে আছে। আর খুব ব্যথা করে,Yes
আমার নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,Yes
আমার মামার চোখ মুখ ফুলে গিয়েছে,Yes
আমি একটি সুন্দর সিনেমা দেখছি | খুব মজা পাচ্ছি।,No
"এই সিনেমায় এত ভালো অভিনয় ছিল, আমি পুরো সময়টা উপভোগ করলাম!",No
"আমার নাক, গাল, থুতনি আর কপালে চুল্কায় আর লাল হয়ে যায়।",Yes
আমি অনেকক্ষন ধরে পড়তে থাকলে চোখ হঠাৎ করে খুব ব্যথা শুরু করে দেয়,Yes
এটা যেন কষ্টের আরও একটি স্তর,No
নিজেকে একটা পরাজিত মনে হয় | সব কিছুতেই ব্যর্থ হয়েছি। | আমি নিজেকে অপদার্থ মনে করছি।,No
"আমি কাজে ঠিকমত মনোযোগ দিতে পারি না, ঘুম ঠিকমত হয় না খুব তারাতারি ভুলে যাই।",Yes
"গ্রামে পানি নিয়ে সমস্যা হচ্ছে, সেটা নিয়ে কেউ কিছু করছে না, আমি রেগে গেছি!",No
"আজকের রোদেলা দিনে দারুণ অনুভূতি হচ্ছিল, প্রকৃতি যেন নতুন করে প্রাণিত হয়েছে! তোমার সঙ্গে গল্প করতে করতে সময়টা কেটে গিয়েছে, একদম ভালো লাগছে! আজকের কাজের ফলস্বরূপ অনেক ভালো কিছু অর্জন করলাম!",No
আজ আমার প্রিয় বন্ধুর সাথে অনেক ভালো সময় কাটালাম! তোমার হাসি আমার দিনটা আরো সুন্দর করে দেয়! আজকের রাতের আকাশ খুবই সুন্দর ছিল!,No
আমার নাকের মাংস বেড়েছে,Yes
"আজ সত্যিই রেগে গেছি, কিছুই সঠিকভাবে কাজ করছে না। এই পরিস্থিতি একেবারে অসহনীয় হয়ে উঠেছে।",No
"গ্রামের পুকুরে দূষণ বেড়ে যাচ্ছে, এটা আমাকে রেগে দিচ্ছে!",No
আমার চোখ অনেক ব্যথা করে সহ্য করার মত না,Yes
বৃষ্টিতে ভিজে গেছি | খুব রাগ হচ্ছে। | আমার সব জিনিস নষ্ট হয়ে গেছে।,No
আমার মাড়িতে গোটার মত বের হয়েছে চাপ দিলে পানির মত বের হয় আর রক্ত বের হয়,Yes
আজকের দিনটা আমার জন্য খুবই বিরক্তিকর।,No
"আজ আমি ঐতিহাসিক রাজবাড়ির ধ্বংসাবশেষ দেখলাম, এর অবস্থা দেখে খুব খারাপ লাগলো!",No
আমার সব দুঃখ আজ দূর হয়ে গেছে।,No
"আজকের আন্তর্জাতিক ফুটবল ম্যাচে আমাদের দল দুর্দান্ত পারফর্ম করেছে, জয় পেয়েছি, খুব আনন্দিত!",No
"শহরের আবহাওয়ার অবস্থা এত খারাপ, আমি সত্যিই হতাশ!",No
আমার নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,Yes
আমার প্রস্রাবের নালীতে অনেক অস্বস্তি লাগে আর পিরিয়ড মাসে কয়েকবারই হয়,Yes
আমি একটা নতুন ছবি আঁকছি | খুব ভালো লাগছে। | আমি নিজেকে সৃজনশীল মনে করছি।,No
আমার মনটা আজ খুবই অবসন্ন।,No
আমার ছেলের হাঁটুতে অনেক ব্যথা করে ও হাঁটার সময় পা বাকা করে ফেলে,Yes
"আজকের গ্রামের ফসলের মেলা দেখতে গিয়েছিলাম, দারুণ সুন্দর ছিল!",No
এই ঘটনা আমাকে প্রচণ্ড ক্ষুব্ধ করেছে।,No
আমি চোখে ঝাপ্সা দেখি আর মাকড়শার জালের মত দেখি। স্পষ্ট দেখতে পাই না,Yes
আমি এখনো সেই সমস্যার সমাধান পাইনি,No
আজ আমি খুবই ভাল অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,No
"আমি ভাড়ি কোনো জিনিস বহন করতে পারি না মাজা, হাত প্রচন্ড ব্যথা করে",Yes
আমার মায়ের অনেক দুর্বল লাগে আর বমি বমি ভাব হয়। অস্থিরতা কাজ করে। চোখ ফুলে যায়।,Yes
আমার কান থেকে পানি বের হয়,Yes
"আমার মাঝে মাঝে বুকে ব্যথা হয়, শরীর দূর্বল লাগে আর সাথে মাথা ঘুরে।",Yes
আমার বোনের শরীরে অনেক লাল দাগ হয়ে আছে,Yes
মনটা ভীষণ হালকা | হাসি মুখে দিন কাটাচ্ছি।,No
আমার মাথায় একটা টিউমারের মত দলা পেকে আছে আর চাপ দিলে ব্যথা লাগে। এটা আস্তে আস্তে বড়ও হচ্ছে,Yes
বাবা কয়েকদিন ধরে বলছে তার অনেক বেশি তলপেট ব্যথা করছে ,Yes
"আজ বাজারে গিয়ে বুঝলাম, এটি আর আগের মতো নিরাপদ নয়, আমি রেগে গেছি!",No
"আজ কোনো কিছুতেই মন বসানো যাচ্ছে না, খুব রাগ হচ্ছিল। কেন আমি সব সময় ভুল বোঝানো হয়?",No
আমার মায়ের কোমরে ব্যথা করে। ঠিকমত উঠা বসা করতে পারে না,Yes
আমার বাচ্চার হাম হয়েছে মনে হচ্ছে,Yes
আমার মেয়ে বেশিক্ষন হাঁটলে হাঁপাতে থাকে বুকে ব্যথা পায়,Yes
আজ আমি খুবই রাগান্বিত বোধ করছি।,No
আমার পায়ে টিউমারের মত কি যেন হয়েছে হাল্কা ব্যথা আছে,Yes
"আজ থেকে আমি আর কোনো কিছু সহ্য করব না, সবাই শুধু আমাকে ব্যবহার করছে। আমি এখন আর শান্ত থাকতে পারব না, এতটা অবজ্ঞা সহ্য করা যায় না।",No
আমার মায়ের রাতে ঠিকমত ঘুম হয় না।হঠাৎ হঠাৎ লাফ দিয়ে উঠে পড়ে।,Yes
আমার পেট ফুলে শক্ত হয়ে আছে আর অনেক ভাড়ি মনে হচ্ছে।,Yes
"পিরিয়ডের সময় আমার অনেক পেট ব্যথা হয় আর অনেক রক্তপাত হয়, শরীর অনেক দুর্বল হয়ে পড়ে আর খাওয়ায় অরুচি আসে",Yes
"তুমি আমার কথা শুনছো না, শুধু নিজের কথা বলে যাচ্ছো!",No
কালকে থেকে আমার অনেক বেশি গাল এবং গলা ফুলে গিয়েছে,Yes
আমার মায়ের পিরিয়ড হলে অনেক রক্ত বের হয় শক্ত দলার মত,Yes
আমার মুখে অনেক বড় ফোঁড়ার মত উঠে আর লাল হয়ে থাকে আর আস্তে আস্তে দাগ বসে যায়,Yes
"আমার মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",Yes
আমার প্রিয়জন আহত হয়েছে | খুব রাগ হচ্ছে। | আমি তার জন্য কিছুই করতে পারছি না।,No
স্বপ্ন ভেঙে গেছে আশাটাও মরে গেছে।,No
আমার নানুর মাথা অনেক যন্ত্রণা করে,Yes
"আজ বাজারে গিয়ে রাগে পুরো দিনটাই নষ্ট হয়ে গেলো, কিছুই পছন্দের মতো নেই!",No
আমার মেয়ের প্রস্রাব করার সময় অনেক জ্বালাপুড়া করে আর বমি করে।,Yes
আজ আমি খুবই দুঃখিত। সবকিছু যেন ভেঙে পড়েছে।,No
আমার নাতনির বয়স ১০ বছর। কিন্তু ওর এখনি অনেক সাদা স্রাব বের হয় আর খুব দুর্গন্ধ হয়,Yes
সবাই আমাকে ভালোবাসে | জীবনটা যেন স্বর্গ। | আমি নিজেকে সৌভাগ্যবান মনে করছি।,No
"শহরের রাস্তায় এত যানজট, আমি সত্যিই রেগে গেছি!",No
"আজকে শহরের লাইব্রেরিতে গিয়ে নতুন বই পড়লাম, খুব মজার অভিজ্ঞতা ছিল!",No
আমার মায়ের স্তন শক্ত হয়ে ফুলে আছে,Yes
আমার নাকে আর থুতনিতে সাদা বিচির মত উঠে আর মুখ অনেক বেশি খশখশা হয়ে থাকে।,Yes
আমার মেয়ের মুখে অনেক বড় ফোঁড়ার মত উঠে আর লাল হয়ে থাকে কিন্তু এগুলো থেকে কোনো পুঁজ বের হয় না।,Yes
আমার পায়ে পানি আসছে। ঠিকমত হাঁটতে পারছি না,Yes
আমার শরীরের জয়েন্টে অনেক ব্যথা করে।,Yes
আজকের দিনটা আমার জন্য খুবই দুঃখজনক। কোনো কিছুই ঠিকঠাক হচ্ছে না।,No
আমি প্রস্রাব করতে গেলে অনেক জ্বালা পুড়া করে আর প্রস্রাবের রঙও হলুদ। আর বেশি প্রস্রাবও হয় না,Yes
পরিবারের সবার সাথে একসাথে বই পড়া খুব ভালো অনুভূতি!,No
আমার প্রেসার অনেক বেশি থাকে আর ঠিকমত ঘুম হয় না,Yes
"নদীর পাড়ে বসে এত সুন্দর পাখির গান শুনলাম, মনটা একেবারে ভালো হয়ে গেল!",No
আমার অনেক বেশি গলা শুকায় যায় এবং ঘন ঘন জ্বর আসে,Yes
"আজ বাজারে গিয়ে পছন্দের জিনিস কিনতে পারলাম না, বেশ দুঃখিত!",No
আমার মায়ের রাতে ঠিকমত ঘুম হয় না,Yes
আজকের দিনটা আমার জন্য খুবই হতাশাময়। কেউ আমাকে বুঝতে চায় না।,No
"গ্রামে কিছু মানুষ আবারও গুজব ছড়াচ্ছে, যা আমাকে খুব রেগে দিয়েছে! গুজবের মাধ্যমে তারা মানুষের মধ্যে বিভ্রান্তি তৈরি করছে এবং গ্রামের পরিবেশকে আরো অস্থিতিশীল করছে, এটা মেনে নেয়া যায় না!",No
গ্রামের বাড়িতে ফিরে এসে অনেক দিন পর আমার প্রিয় খাবারটি খেতে পেয়ে খুব ভালো লাগলো!,No
"আজ আমি আমার সবচেয়ে ভালো বন্ধুদের সাথে অনেক সময় কাটিয়েছি, এবং আমরা অনেক হাসাহাসি করেছি। তাদের সাথে কাটানো সময়ের প্রতিটি মুহূর্তই অসাধারণ। আমি খুব আনন্দিত যে, আমি তাদের সাথে আছি। আজকের দিনটা সত্যিই খুব সুখী ছিল।",No
আমার বাবা পরে গিয়ে হাতে ব্যথা পেয়েছিলো এখন বাবা হাত একদমই নাড়াতে পারছে না,Yes
"চিঠি পড়ে মনে হলো, কিছু শূন্যতা কখনও পূর্ণ হয় না!",No
আমার বাবার দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,Yes
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,Yes
আমার একটু পরপরই ক্ষুধা লাগে। আর অনেক দুর্বল লাগে।,Yes
আমার মেয়ের অনেক মাথা ব্যথা করে আর বমি করে তখন,Yes
আমার আম্মুর পিরিয়ড হলে পেট অনেক ব্যথা করে আর একদমই কিছু খেতে চান না,Yes
আমার স্বাধীনতা কেড়ে নেওয়া হচ্ছে | খুব রাগ হচ্ছে। | আমি আর স্বাধীন নই।,No
"আজ কেউ আমাকে সম্মান দেয়নি, আমি খুব ক্ষুব্ধ!",No
আমি আর এই পরিস্থিতি সহ্য করতে পারছি না,No
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,Yes
আজ আমি খুবই রাগান্বিত। সবকিছু যেন ভেঙে পড়েছে।,No
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,Yes
"শহরের অনেক স্থান এখন ভাঙা, কিছুই আগের মতো নেই!",No
"আমার বাবা ভাড়ি কোনো জিনিস বহন করতে পারে না মাজা, হাত প্রচন্ড ব্যথা করে",Yes
নদীর উপরে সূর্যাস্তের দৃশ্য দেখে মনটা একেবারে ভালো হয়ে গেল!,No
আমার মেয়ে কিছুক্ষন হাঁটলে হাঁপাতে থাকে। ঠিকমত শ্বাস নিতে পারে না,Yes
নদীর জলপ্রপাত দেখে সত্যিই মুগ্ধ হয়েছিলাম!,No
আজ আমি অনেক তৃপ্তি অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,No
"বাজারে গিয়ে ভীড় বেশি ছিল, তাই কোন কিছু খুঁজে পেলাম না, মনটা খারাপ!",No
তুমি কি জানো আমি কতটা কষ্ট পেয়েছি? এটা বোঝার চেষ্টা করো!,No
আজকের বিশেষ মুহূর্তটা আমার জীবনের অন্যতম সেরা সময় | খুব ভালো লাগছে,No
আমার স্তনে অনেক ব্যথা করে আর নিপল কালো হয়ে ফুলে আছে,Yes
আজ আমি অনেক স্বস্তি অনুভব করছি।,No
আমার মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,Yes
আমার বাসায় একই সাথে সবার জ্বর হয়েছে,Yes
"চিঠি খুলে যে সংবাদ পেলাম, তা আমাকে একেবারে শূন্য করে ফেলেছে!",No
আমি কোনো কিছু মনে করতে গেলে অনেক বেশি মাথা ব্যথা শুরু হয়ে যায়,Yes
আজকের দিনটা আমার জন্য খুবই দুঃখজনক। কোনো কিছুই ঠিকঠাক হচ্ছে না।,No
ভবিষ্যতের চিন্তায় রাতে ঘুম হয় না কী হবে আমার?,No
আমার বোনের চোখের নিচে অনেক কালো দাগ পরেছে,Yes
আজ আমি খুবই খুশি। সবকিছু ঠিকঠাক চলছে।,No
"নদীটির জল এত দূষিত, আমি ক্ষিপ্ত হয়ে গেছি!",No
"গ্রামে আকাশের নিচে বসে গল্প করতে খুব ভালো লাগলো, এমন শান্ত পরিবেশ কোথাও মেলে না!",No
"আজকের মিউজিক শোটি আমার প্রত্যাশা অনুযায়ী ছিল না, খুব দুঃখিত!",No
"আজ আমি নিজের পছন্দের একটি বই কিনলাম, অনেক দিন পর এমন কিছু পেলাম! তোমার আগের সারপ্রাইজ আমাকে সত্যিই মুগ্ধ করেছে! আজকের দিনটা স্মরণীয় হয়ে থাকবে!",No
মনে হয় আমি একটা ভুল | এই পৃথিবীতে আমার কোনো জায়গা নেই। | আমি নিজেকে অসহায় মনে করছি।,No
"আমার খাবারের কোনো রুচি নাই, অনেক জ্বর। পাতলা পায়খানা হচ্ছে আর সাথে বমি।",Yes
আমার অনেক সাদা স্রাব বের হয়। পিরিয়ডের সময় অনেক রক্তপাত হয় আর অনেক দুর্গন্ধ হয়।,Yes
আজকের দিনটা আমার জন্য খুবই হতাশাময়। কেউ আমাকে বুঝতে চায় না।,No
আমার মাথা আর ঘাড় ব্যথা করে,Yes
আমি একটা নতুন নাচ শিখছি | খুব ভালো লাগছে। | আমি নিজেকে নতুন করে আবিষ্কার করছি।,No
"শহরের রাস্তায় এত গর্ত, এটা দেখে আমি খুব রেগে গেছি!",No
অতীতের সব কষ্ট ভুলে গেছি | ভবিষ্যতের দিকে তাকিয়ে আছি। | আমি নতুন করে জীবন শুরু করবো।,No
আমার মেয়ে পানি খুব কম খায় আর মুখে খুব অরুচি ওর,Yes
আমার শরীরের গিরায় গিরায় ব্যথা,Yes
আজকের খেলা দারুণ উপভোগ করলাম | অনেক মজা হয়েছে,No
আজকের ক্রিকেট ম্যাচে ভুল সিদ্ধান্তের জন্য খুব রাগ লাগলো!,No
আমার মাথায় অনেক শুষ্ক খুশকি আর মাথা অনেক আঠালো হয়ে যায় আর অনেক চুল্কায়,Yes
এই ঘটনাটি আমাকে সত্যিই রেগে দিয়েছে 😠,No
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,Yes
আজকের দিনটা আমার জন্য খুবই অসহনীয়। কোনো কিছুই ঠিকঠাক হচ্ছে না।,No
"আজ স্কুলে কিছুটা অগোছালো অবস্থা ছিল, খুব রাগি মনে হচ্ছে!",No
আমার বাবা অল্পতেই অনেক বেশি টেনশন করে আর তখন আব্বুর শরীর অনেক দূর্বল হয়ে যায়।,Yes
আজকের ম্যাচে আমাদের দলের খারাপ পারফরম্যান্সে খুব হতাশ হয়ে গেলাম!,No
"আজকের মিউজিক শোটি এত মন খারাপ করে দেওয়ার মতো ছিল, আমি সত্যিই হতাশ!",No
আজ আমি কিছুটা মন খারাপ অনুভব করছি। সবকিছু যেন গোলমেলে লাগছে।,No
আমার মেয়ের গত সাত দিন যাবত অনেক জ্বর। খাবারের স্বাদ তিতা লাগে। ,Yes
আমার মেয়ের স্তনে অনেক ব্যথা করে। ও বিবাহিত না।,Yes
আমার ভাতিজার অনেক পাতলা পায়খানা হচ্ছে,Yes
স্কুলে আজ সবাই একসাথে প্রাকটিক্যাল ক্লাসে মজা করলাম!,No
"আজকের লাইভ শোটি খুবই রোমাঞ্চকর ছিল, দারুণ সময় কাটালাম!",No
আমার মেয়ে বেশিক্ষন দাঁড়িয়ে থাকতে পারে না। ওর পায়ে ব্যথা করে।,Yes
"আজকের শোটা এতটাই বাজে ছিল, আমি ক্ষিপ্ত হয়ে গেছি!",No
"নদীর পানি এত দূষিত, এক সময় সবাই আক্রান্ত হবে!",No
আজকের দিনটা আমার জন্য খুবই সার্থক। সব কাজ শেষ করে ফেলেছি।,No
আমার বাবার শরীরে অনেক পানি আসে আর শরীর ভাড় হয়ে থাকে। ভালোভাবে চলাফেরা করতে পারে না,Yes
আমার ডায়বেটিস অনেক বেড়ে যায় হঠাৎ করে আর তখন শরীর অনেক খারাপ লাগে,Yes
আমার মেয়ের হঠাৎ করে বুকে ব্যথা হয় অনেক ,Yes
"আজকের আন্তর্জাতিক ফুটবল ম্যাচে আমাদের দলের কৌশল সফল হয়েছিল, জয় পেয়ে খুব ভালো লাগলো!",No
"এটা কেন হচ্ছে? আমি তো সত্যিই কিছু ভালো চাইছিলাম! কিন্তু সবাই আমাকে অবহেলা করছে, মনে হচ্ছে আমার মতামত মূল্যহীন।",No
"আজকের আন্তর্জাতিক ফুটবল ম্যাচে আমাদের দল হেরে গিয়েছে, এবং মনটা খুব খারাপ!",No
আমার মেয়ের বুকে অনেক ব্যথা করে আর স্তন থেকে সাদা তরলের মত বের হয়,Yes
আমার পানির পিপাসা লাগে অনেক বেশি,Yes
আমার বুকে অনেক প্রেসার পরে আর ব্যথা করে,Yes
আমার সারা শরীরে অনেক চুল্কানি হয়েছে। আর চুল্কায় এগুলো ফুলে উঠে,Yes
"আজকের সিনেমার প্লট কিছুটা নিরাশাজনক ছিল, মন খারাপ হয়ে গেল!",No
আজ আমার জন্মদিন | সবাই আমাকে শুভেচ্ছা জানাচ্ছে। | আমি নিজেকে বিশেষ মনে করছি।,No
আমার আম্মুর স্তনের নিপল থেকে সাদা পানির মত বের হয় আর খুব দুর্গন্ধ হয়,Yes
"আজ বাজারে গিয়ে শপিং করার জন্য দারুণ সময় কাটালাম, মন ভালো হয়ে গেলো!",No
আমারহঠাৎ করেই অনেক প্রেসার বেড়ে যায় আর অনেক বেশি পানির পিপাসা লাগে।,Yes
"আমার মেয়ের থুতনির নিচে দুই পাশে অনেক ব্যথা করছে। ঠিকমত খেতে পারছে না। হা করতে পারছে না, কিছু চাবাতে গেলে ব্যথা পাচ্ছে। আর বাম পাশ ফুলে গিয়েছে।",Yes
"আজকের দিনে আমি খুব রেগে গেছি, কারণ কেউ আমার কথা শোনে না। সবাই শুধু নিজেদের মতামত শুনাতে চায়, কিন্তু আমি কি কিছু বললেই হবে না? আমি খুবই অসন্তুষ্ট, মনে হচ্ছে কেউ আমার কাজের মূল্য দেয় না। আমার মন অস্থির, আর রাগ একেবারে মাথায় উঠে গেছে।",No
"স্কুলে আজ খুব মজা করলাম, সবাই একসাথে খেলাম!",No
আমি কোনোভাবেই ওজন কমাতে পারছি না,Yes
নদীতে নৌকা ভ্রমণ করতে গিয়ে খুব ভালো সময় কাটালাম!,No
"আজকের বৃষ্টি ভীষণ সুন্দর লাগছিল, জানালার পাশে বসে কফি খেতে খেতে উপভোগ করলাম! তুমি যখন পাশে থাকো, তখন সব কিছুই সুন্দর লাগে! আজকের দিনটা চিরস্মরণীয় হয়ে থাকবে!",No
"বাজারে গিয়ে আজ খুব হতাশ হলাম, কোনো ভালো পণ্য পাওয়া গেল না এবং দামগুলো খুব বেশি ছিল! বাজারের পরিবেশ খুবই হতাশাজনক।",No
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না পায়ের গোরালি ব্যথা করে,Yes
"চিঠিটি পেয়ে আমি বিশ্বাস করতে পারছি না, আমার প্রিয়জন আমাকে এমন ভালোবাসা প্রকাশ করেছে!",No
আমি এখন খুবই বিরক্ত।,No
আমার আম্মুর স্তন ফুলে শক্ত হয়ে গেছে,Yes
আমার বোনের গলা ফুলে আছে একদম শক্ত থকথকে দলার মত হয়েছে আর এটা বড় হচ্ছে,Yes
"আমার মেয়ের মাঝে মাঝে বুকে ব্যথা হয়, শরীর দুর্বল লাগে আর সাথে মাথা ঘুরে।",Yes
আমার ছেলে কোনো কিছু চাবাতে গেলে দাঁতে অনেক ব্যথা পায়,Yes
আজকের সিনেমার কাহিনী দেখে আমি সত্যিই রেগে গেছি!,No
"আজ আমি একটা চিঠি পেলাম যা আমাকে অতীতে নিয়ে গেছে, এই স্মৃতি মনে করেই আমি খুব খুশি!",No
"বাজারে গিয়ে কিছু প্রিয় পণ্য শেষ হয়ে গেছে, সেটা দেখে খুব কষ্ট পেলাম, মনে হলো কোনো কিছুই আর আগের মতো নেই।",No
আমার ছেলের অ্যাপেনডিসাইটিসের অপারেশন করা হয়েছিলো কিন্তু ওর পেট ব্যথা এখনো ঠিকমত কমে নাই,Yes
আমি শক্ত কিছু খেতে গেলে দাঁতে ব্যথা পাই,Yes
"আজ বিকেল বেলা এক নতুন অভিজ্ঞতা হয়েছে, সত্যিই অনেক ভালো লাগছে! তুমি আমার জীবনের সবচেয়ে ভালো বন্ধু, তোমার সঙ্গে সময় কাটাতে অনেক ভালো লাগে! আজকের দিনটা সত্যিই স্মরণীয় ছিল!",No
আমার মা এর অনেক বেশি ঘুম ভেঙ্গে যায় ,Yes
"আমি আগের মত জোরে হাঁটতে পারি না, পায়ের গোরালি ব্যথা করে।",Yes
"গ্রামের পুকুরের জল অনেক দূষিত হয়ে গেছে, এটা সত্যিই দুঃখজনক!",No
পিরিয়ড হলে গোলাপি রঙের মত রক্ত বের হয় আমার,Yes
"আজ স্কুলে খুব একা অনুভব করলাম, মনটা কিছুটা খালি ছিল!",No
আমার মায়ের অনেক দূর্বল লাগে আর বমি বমি ভাব হয়। অস্থিরতা কাজ করে। চোখ ফুলে যায়।,Yes
আমার ভাতিজির খাবারের মধ্যে বা রাতে পেট জ্বালা পুড়া করে।,Yes
আমার মায়ের কপালের দুই দিকে অনেক ব্যথা করে আর নিচের দিকে ঝুকলে মাথা ব্যথা করে,Yes
আমার মা নিচের দিকে ঝুকলে মাথা টনটন করে আর অন্ধকার দেখে,Yes
আমার ৩ দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে,Yes
আমার সব সমস্যা আজ সমাধান হয়ে গেছে।,No
আমি চারদিন যাবত অনেক বেশি দুর্বল এবং খাবার খেলেও অরুচি হয়,Yes
"আমার মেয়ের অনেক বুকে ব্যথা হয় আর বমির ভাব হয়। কিছু খেতে চায় না, বলে খেলেই বমি হবে। কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে। আর ওর শরীর অনেক দূর্বল হয়ে গিয়েছে।",Yes
"আমার মায়ের অনেক মাথা ব্যথা করে। ঘাড় ব্যথা করে, শ্বাসকষ্ট হয়।",Yes
"আজকের দিনে গ্রামের মেলায় খুব মজা করলাম, সবাই মিলে আনন্দিত ছিলাম!",No
"গ্রামের মাঠে হেঁটে আসতে খুব ভালো লাগলো, চারপাশটা এত সবুজ ছিল!",No
"গ্রামে অযত্নে পড়ে থাকা কিছু জায়গা দেখে খুব রাগ হচ্ছে! জায়গাগুলো আগে সুন্দর ছিল, কিন্তু এখন অবহেলায় এবং নির্লিপ্তভাবে ছেড়ে দেওয়া হয়েছে। এটা প্রকৃতির প্রতি সম্মানহীনতা!",No
আমার মেয়ের গলা অনেক ব্যথা বড় করে হা করতে পারছে না। ঠিকমত খাচ্ছে না। বলছে গলা অনেক ব্যথা করছে।,Yes
আমি অতিরিক্ত টেনশন করলে ঘুম ঠিকমত হয় না অনেক বেশি অস্থিরতা কাজ করে।,Yes
আমার মেয়ের শরীরে কালো দাগ পরে যাচ্ছে,Yes
আমার একটু পরপরই ঢেক আসছে আর গলা জলছে। আর বমির ভাব হয়ে আছে।,Yes
"পরিবারের মধ্যে একে অপরকে বোঝা যাচ্ছে না, মনটা খারাপ লাগছে!",No
"আজকের ফুটবল ম্যাচে আমাদের দল দারুণ খেলেছে, খুব খুশি যে আমরা জয়ী হয়েছি!",No
"আজকের রান্নাটা দারুণ হয়েছে, সবাই খুব প্রশংসা করেছে! তোমার শুভেচ্ছাবার্তাটা পেয়ে সত্যিই মন ভালো হয়ে গেল! বিকেলে প্রিয় বইটা পড়ে এক অন্যরকম প্রশান্তি পেলাম!",No
"আজ আমি কাচারিবাড়ি ঘুরে দেখলাম, এটির ইতিহাস জানার পর আমি আরও বেশি আকৃষ্ট হলাম!",No
আমার ছেলের দাঁত ভেঙ্গে যাচ্ছে আর অনেক রক্ত বের হয় দাঁত ব্রাশ করার পর,Yes
আমাদের বাসায় সবার ডায়রিয়া হয়েছে কিন্তু কোন ওষুধ কাজ করছে না,Yes
বাজারে গিয়ে অনেক অস্বাভাবিক দাম দেখে আমি প্রচুর রেগে গেছি!,No
"আমার খাবারের কোনো রুচি নাই, অনেক জ্বর। পাতলা পায়খানা হচ্ছে আর সাথে বমি।",Yes
আমার মায়ের রাতে ঠিকমত ঘুম হয় না। ঘুম অনেক পাতলা,Yes
স্কুলে আজ একটা বড় ভুল করার পর খুব দুঃখিত মনে হচ্ছে!,No
"তুমি আমাকে যতটুকু মূল্য দেওয়ার কথা, ততটুকু তুমি এখন দিচ্ছ না, এবং তাই আমি রেগে আছি। তোমার অম্মানজনক শব্দগুলো আর সহ্য করতে পারছি না, কেন তুমি এমন আচরণ করছ তা আমি বুঝতে পারছি না।",No
আজকের দিনটা আমার জন্য খুবই দুঃখভরা। সবকিছু যেন ভেঙে পড়েছে।,No
"আজকের ম্যাচে আমাদের দল আশা করেছিলো জয় পাবে, কিন্তু হেরে গেল, সবাই খুব দুঃখিত!",No
"শহরের রাস্তায় এত গাড়ি, আমি বিরক্ত হয়ে গেছি!",No
আমার হাতে বড় গোটার মত কি যেন হয়েছে কিন্তু কোন ব্যথা নেই,Yes
"আজকের কনসার্টের পর মনে হচ্ছে কিছুটা সময় নষ্ট হয়েছে, খুব খারাপ লাগছে!",No
আমার সাদা স্রাবের অনেক দুর্গন্ধ হয় আর রঙটা অনেকটা হলদে,Yes
আমার চোখ থেকে অনেক পানি পরে। পলক ফেলতে গেলে অনেক আঠালো লাগে,Yes
আমার বুকে ব্যথা হয় আর বেশিক্ষন শ্বাস ধরে রাখতে পারি না।,Yes
